01/01/20,01:00:00,1.96933314723001
01/01/20,02:00:00,1.49592449056207
01/01/20,03:00:00,1.34755663422477
01/01/20,04:00:00,-0.452957120214521
01/01/20,05:00:00,-1.03446336878956
01/01/20,06:00:00,0.293885698808989
01/01/20,07:00:00,-1.87714749531329
01/01/20,08:00:00,-0.565959246339032
01/01/20,09:00:00,-2.54530707464237
01/01/20,10:00:00,-2.40177209936135
01/01/20,11:00:00,-1.39256781065713
01/01/20,12:00:00,-0.39132374148186
01/01/20,13:00:00,0.490300832099773
01/01/20,14:00:00,-0.40047056312423
01/01/20,15:00:00,1.15667144479328
01/01/20,16:00:00,1.673921060369
01/01/20,17:00:00,0.779240113557889
01/01/20,18:00:00,0.615530350506248
01/01/20,19:00:00,2.05111814612164
01/01/20,20:00:00,0.311758324027353
01/01/20,21:00:00,1.44462911476864
01/01/20,22:00:00,3.52613835604501
01/01/20,23:00:00,1.32160502143682
01/02/20,00:00:00,3.7837480311
01/02/20,01:00:00,1.32977699290981
01/02/20,02:00:00,-0.197692847340356
01/02/20,03:00:00,-1.73197803694304
01/02/20,04:00:00,0.183193966456938
01/02/20,05:00:00,-0.122308609222343
01/02/20,06:00:00,-1.34869293002203
01/02/20,07:00:00,2.09313230450243
01/02/20,08:00:00,-1.74505986231247
01/02/20,09:00:00,-2.2150873645407
01/02/20,10:00:00,-1.95941547070372
01/02/20,11:00:00,-0.222219868578632
01/02/20,12:00:00,-0.733143873755789
01/02/20,13:00:00,-0.68660767355404
01/02/20,14:00:00,0.336645033287243
01/02/20,15:00:00,-0.15425844461187
01/02/20,16:00:00,2.46476059985742
01/02/20,17:00:00,3.10272897836149
01/02/20,18:00:00,-0.486592964653182
01/02/20,19:00:00,2.17035994850343
01/02/20,20:00:00,3.35362389543915
01/02/20,21:00:00,3.12893822290309
01/02/20,22:00:00,1.97580163961167
01/02/20,23:00:00,1.54402337162822
01/03/20,00:00:00,1.09116549548528
