01/01/22,00:00:00,0.00
01/01/22,00:30:00,43.00
01/01/22,01:00:00,36.00
01/01/22,01:30:00,29.00
01/01/22,02:00:00,23.00
01/01/22,02:30:00,17.00
01/01/22,03:00:00,12.00
01/01/22,03:30:00,8.00
01/01/22,04:00:00,5.00
01/01/22,04:30:00,2.00
01/01/22,05:00:00,1.00
01/01/22,05:30:00,0.00
01/01/22,06:00:00,0.00
01/01/22,06:30:00,2.00
01/01/22,07:00:00,4.00
01/01/22,07:30:00,8.00
01/01/22,08:00:00,12.00
01/01/22,08:30:00,17.00
01/01/22,09:00:00,22.00
01/01/22,09:30:00,28.00
01/01/22,10:00:00,35.00
01/01/22,10:30:00,42.00
01/01/22,11:00:00,49.00
01/01/22,11:30:00,0.00
01/01/22,12:00:00,0.00
01/01/22,12:30:00,0.00
01/01/22,13:00:00,0.00
01/01/22,13:30:00,0.00
01/01/22,14:00:00,0.00
01/01/22,14:30:00,0.00
01/01/22,15:00:00,0.00
01/01/22,15:30:00,0.00
01/01/22,16:00:00,0.00
01/01/22,16:30:00,0.00
01/01/22,17:00:00,0.00
01/01/22,17:30:00,0.00
01/01/22,18:00:00,0.00
01/01/22,18:30:00,0.00
01/01/22,19:00:00,0.00
01/01/22,19:30:00,0.00
01/01/22,20:00:00,0.00
01/01/22,20:30:00,0.00
01/01/22,21:00:00,0.00
01/01/22,21:30:00,0.00
01/01/22,22:00:00,0.00
01/01/22,22:30:00,45.00
01/01/22,23:00:00,38.00
01/01/22,23:30:00,31.00
01/02/22,00:00:00,25.00
01/02/22,00:30:00,19.00
01/02/22,01:00:00,14.00
01/02/22,01:30:00,9.00
01/02/22,02:00:00,6.00
01/02/22,02:30:00,3.00
01/02/22,03:00:00,1.00
01/02/22,03:30:00,0.00
01/02/22,04:00:00,0.00
01/02/22,04:30:00,1.00
01/02/22,05:00:00,3.00
01/02/22,05:30:00,6.00
01/02/22,06:00:00,10.00
01/02/22,06:30:00,15.00
01/02/22,07:00:00,20.00
