01/01/22,00:00:00,50.00
01/01/22,00:30:00,44.00
01/01/22,01:00:00,38.00
01/01/22,01:30:00,32.00
01/01/22,02:00:00,26.00
01/01/22,02:30:00,21.00
01/01/22,03:00:00,16.00
01/01/22,03:30:00,11.00
01/01/22,04:00:00,8.00
01/01/22,04:30:00,5.00
01/01/22,05:00:00,2.00
01/01/22,05:30:00,1.00
01/01/22,06:00:00,0.00
01/01/22,06:30:00,0.00
01/01/22,07:00:00,1.00
01/01/22,07:30:00,2.00
01/01/22,08:00:00,5.00
01/01/22,08:30:00,8.00
01/01/22,09:00:00,11.00
01/01/22,09:30:00,16.00
01/01/22,10:00:00,21.00
01/01/22,10:30:00,26.00
01/01/22,11:00:00,31.00
01/01/22,11:30:00,37.00
01/01/22,12:00:00,44.00
01/01/22,12:30:00,50.00
01/01/22,13:00:00,56.00
01/01/22,13:30:00,62.00
01/01/22,14:00:00,68.00
01/01/22,14:30:00,74.00
01/01/22,15:00:00,79.00
01/01/22,15:30:00,84.00
01/01/22,16:00:00,88.00
01/01/22,16:30:00,92.00
01/01/22,17:00:00,95.00
01/01/22,17:30:00,97.00
01/01/22,18:00:00,99.00
01/01/22,18:30:00,100.00
01/01/22,19:00:00,100.00
01/01/22,19:30:00,99.00
01/01/22,20:00:00,98.00
01/01/22,20:30:00,95.00
01/01/22,21:00:00,92.00
01/01/22,21:30:00,89.00
01/01/22,22:00:00,84.00
01/01/22,22:30:00,80.00
01/01/22,23:00:00,74.00
01/01/22,23:30:00,69.00
01/02/22,00:00:00,63.00
01/02/22,00:30:00,57.00
01/02/22,01:00:00,50.00
01/02/22,01:30:00,44.00
01/02/22,02:00:00,38.00
01/02/22,02:30:00,32.00
01/02/22,03:00:00,26.00
01/02/22,03:30:00,21.00
01/02/22,04:00:00,16.00
01/02/22,04:30:00,12.00
01/02/22,05:00:00,8.00
01/02/22,05:30:00,5.00
01/02/22,06:00:00,3.00
01/02/22,06:30:00,1.00
01/02/22,07:00:00,0.00
01/02/22,07:30:00,0.00
01/02/22,08:00:00,1.00
01/02/22,08:30:00,2.00
01/02/22,09:00:00,5.00
01/02/22,09:30:00,8.00
01/02/22,10:00:00,11.00
01/02/22,10:30:00,16.00
01/02/22,11:00:00,20.00
01/02/22,11:30:00,26.00
01/02/22,12:00:00,31.00
01/02/22,12:30:00,37.00
01/02/22,13:00:00,43.00
01/02/22,13:30:00,50.00
01/02/22,14:00:00,56.00
01/02/22,14:30:00,62.00
01/02/22,15:00:00,68.00
01/02/22,15:30:00,74.00
01/02/22,16:00:00,79.00
01/02/22,16:30:00,84.00
01/02/22,17:00:00,88.00
01/02/22,17:30:00,92.00
01/02/22,18:00:00,95.00
01/02/22,18:30:00,97.00
01/02/22,19:00:00,99.00
01/02/22,19:30:00,100.00
01/02/22,20:00:00,100.00
01/02/22,20:30:00,99.00
01/02/22,21:00:00,98.00
01/02/22,21:30:00,95.00
01/02/22,22:00:00,92.00
01/02/22,22:30:00,89.00
01/02/22,23:00:00,85.00
01/02/22,23:30:00,80.00
01/03/22,00:00:00,75.00
01/03/22,00:30:00,69.00
01/03/22,01:00:00,63.00
01/03/22,01:30:00,57.00
01/03/22,02:00:00,51.00
01/03/22,02:30:00,44.00
01/03/22,03:00:00,38.00
01/03/22,03:30:00,32.00
01/03/22,04:00:00,26.00
01/03/22,04:30:00,21.00
01/03/22,05:00:00,16.00
01/03/22,05:30:00,12.00
01/03/22,06:00:00,8.00
01/03/22,06:30:00,5.00
01/03/22,07:00:00,3.00
01/03/22,07:30:00,1.00
01/03/22,08:00:00,0.00
01/03/22,08:30:00,0.00
01/03/22,09:00:00,1.00
01/03/22,09:30:00,2.00
01/03/22,10:00:00,5.00
01/03/22,10:30:00,7.00
01/03/22,11:00:00,11.00
01/03/22,11:30:00,15.00
01/03/22,12:00:00,20.00
01/03/22,12:30:00,25.00
01/03/22,13:00:00,31.00
01/03/22,13:30:00,37.00
01/03/22,14:00:00,43.00
01/03/22,14:30:00,49.00
01/03/22,15:00:00,56.00
01/03/22,15:30:00,62.00
01/03/22,16:00:00,68.00
01/03/22,16:30:00,74.00
01/03/22,17:00:00,79.00
01/03/22,17:30:00,84.00
01/03/22,18:00:00,88.00
01/03/22,18:30:00,92.00
01/03/22,19:00:00,95.00
01/03/22,19:30:00,97.00
01/03/22,20:00:00,99.00
01/03/22,20:30:00,100.00
01/03/22,21:00:00,100.00
01/03/22,21:30:00,99.00
01/03/22,22:00:00,98.00
01/03/22,22:30:00,96.00
01/03/22,23:00:00,93.00
01/03/22,23:30:00,89.00
01/04/22,00:00:00,85.00
01/04/22,00:30:00,80.00
01/04/22,01:00:00,75.00
01/04/22,01:30:00,69.00
01/04/22,02:00:00,63.00
01/04/22,02:30:00,57.00
01/04/22,03:00:00,51.00
01/04/22,03:30:00,44.00
01/04/22,04:00:00,38.00
01/04/22,04:30:00,32.00
01/04/22,05:00:00,27.00
01/04/22,05:30:00,21.00
01/04/22,06:00:00,16.00
01/04/22,06:30:00,12.00
01/04/22,07:00:00,8.00
01/04/22,07:30:00,5.00
01/04/22,08:00:00,3.00
01/04/22,08:30:00,1.00
01/04/22,09:00:00,0.00
01/04/22,09:30:00,0.00
01/04/22,10:00:00,1.00
01/04/22,10:30:00,2.00
01/04/22,11:00:00,4.00
01/04/22,11:30:00,7.00
01/04/22,12:00:00,11.00
01/04/22,12:30:00,15.00
01/04/22,13:00:00,20.00
01/04/22,13:30:00,25.00
01/04/22,14:00:00,31.00
01/04/22,14:30:00,37.00
01/04/22,15:00:00,43.00
01/04/22,15:30:00,49.00
01/04/22,16:00:00,55.00
01/04/22,16:30:00,62.00
01/04/22,17:00:00,68.00
01/04/22,17:30:00,73.00
01/04/22,18:00:00,79.00
01/04/22,18:30:00,84.00
01/04/22,19:00:00,88.00
01/04/22,19:30:00,92.00
01/04/22,20:00:00,95.00
01/04/22,20:30:00,97.00
01/04/22,21:00:00,99.00
01/04/22,21:30:00,100.00
01/04/22,22:00:00,100.00
01/04/22,22:30:00,99.00
01/04/22,23:00:00,98.00
01/04/22,23:30:00,96.00
01/05/22,00:00:00,96.00
01/05/22,00:30:00,93.00
01/05/22,01:00:00,89.00
01/05/22,01:30:00,84.00
01/05/22,02:00:00,79.00
01/05/22,02:30:00,74.00
01/05/22,03:00:00,68.00
01/05/22,03:30:00,62.00
01/05/22,04:00:00,55.00
01/05/22,04:30:00,49.00
01/05/22,05:00:00,43.00
01/05/22,05:30:00,36.00
01/05/22,06:00:00,30.00
01/05/22,06:30:00,24.00
01/05/22,07:00:00,19.00
01/05/22,07:30:00,14.00
01/05/22,08:00:00,10.00
01/05/22,08:30:00,6.00
01/05/22,09:00:00,4.00
01/05/22,09:30:00,2.00
01/05/22,10:00:00,0.00
01/05/22,10:30:00,0.00
01/05/22,11:00:00,0.00
01/05/22,11:30:00,2.00
01/05/22,12:00:00,4.00
01/05/22,12:30:00,7.00
01/05/22,13:00:00,10.00
01/05/22,13:30:00,15.00
01/05/22,14:00:00,20.00
01/05/22,14:30:00,25.00
01/05/22,15:00:00,31.00
01/05/22,15:30:00,37.00
01/05/22,16:00:00,43.00
01/05/22,16:30:00,50.00
01/05/22,17:00:00,56.00
01/05/22,17:30:00,63.00
01/05/22,18:00:00,69.00
01/05/22,18:30:00,75.00
01/05/22,19:00:00,80.00
01/05/22,19:30:00,85.00
01/05/22,20:00:00,89.00
01/05/22,20:30:00,93.00
01/05/22,21:00:00,96.00
01/05/22,21:30:00,98.00
01/05/22,22:00:00,100.00
01/05/22,22:30:00,100.00
01/05/22,23:00:00,100.00
01/05/22,23:30:00,98.00
01/06/22,00:00:00,96.00
01/06/22,00:30:00,94.00
01/06/22,01:00:00,90.00
01/06/22,01:30:00,86.00
01/06/22,02:00:00,81.00
01/06/22,02:30:00,76.00
01/06/22,03:00:00,70.00
01/06/22,03:30:00,64.00
01/06/22,04:00:00,58.00
01/06/22,04:30:00,51.00
01/06/22,05:00:00,45.00
01/06/22,05:30:00,38.00
